gene_id,EC
PAS_chr4_0060,2.3.1.4
PAS_chr4_0063,1.3.1.71
PAS_chr4_0072,2.5.1.108
PAS_chr4_0081,2.5.1.9
PAS_chr4_0098,2.3.1.311
PAS_chr4_0101,6.1.1.12
PAS_chr1-4_0095,6.1.1.12
PAS_chr4_0103,2.4.1.232
PAS_chr4_0112,4.1.2.48
PAS_chr4_0127,3.1.26.3
PAS_chr4_0132,6.3.1.14
PAS_chr4_0137,6.3.2.25
PAS_chr4_0146,4.4.1.36
PAS_chr4_0147,2.6.1.58 2.6.1.28
PAS_chr2-1_0199,1.6.2.2
PAS_chr4_0149,1.6.2.2
PAS_chr4_0737,1.6.2.2
PAS_chr4_0150,2.7.2.4
AOX1 PAS_chr4_0821,1.1.3.13
AOX2 PAS_chr4_0152,1.1.3.13
PAS_chr4_0152,1.1.3.13
PAS_chr4_0821,1.1.3.13
PAS_chr1-1_0009,3.1.1.5
PAS_chr4_0039,3.1.1.5
PAS_chr4_0153,3.1.1.5
PAS_chr4_0158,5.6.1.7
PAS_chr4_0167,2.4.1.173
ATG26 PAZ4 PDG3 UGT51 UGT51B1 PAS_chr4_0167,2.4.1.173
PAS_chr4_0173,6.3.4.6 3.5.1.54
PAS_chr4_0178,1.3.1.89
PAS_chr4_0179,1.3.1.90
PAS_chr4_0186,7.6.2.3
PAS_chr4_0188,7.6.2.3
PAS_chr4_0191,2.3.3.9
PAS_chr1-4_0459,2.3.3.9
PAS_chr4_0194,3.6.1.62
PAS_chr4_0196,6.3.2.17
PAS_chr1-1_0282,1.17.4.1
PAS_chr2-1_0209,1.17.4.1
PAS_chr4_0197,1.17.4.1
PAS_chr4_0198,5.-.-.-
PAS_chr4_0213,5.3.1.6
PAS_chr4_0212,5.3.1.6
PAS_chr4_0218,3.1.3.43
PAS_chr4_0891,5.6.2.3
PAS_chr4_0223,5.6.2.3
PAS_chr4_0228,2.2.1.6
PAS_chr4_0229,2.7.7.19
PAS_chr1-4_0645,2.7.7.19
PAS_chr4_0232,3.1.1.89
PAS_chr4_0233,6.3.5.1
PAS_chr4_0243,1.14.11.-
PAS_chr4_0247,6.3.3.2
PAS_chr4_0248,2.6.1.42
PAS_chr2-1_0072,1.14.19.1
PAS_chr4_0259,1.14.19.1
PAS_chr4_0264,3.6.1.43
PAS_chr4_0266,2.7.1.105 3.1.3.46
PAS_chr1-4_0277,3.6.1.-
PAS_chr4_0270,3.6.1.-
PAS_chr4_0378,3.6.1.-
PAS_chr4_0272,1.1.2.3
PAS_chr4_0279,5.6.2.3 3.1.-.-
MDE1 PAS_chr4_0280,4.2.1.109
PAS_chr4_0280,4.2.1.109
PAS_chr4_0285,3.1.3.3
PAS_chr4_0294,2.4.2.18
PAS_chr4_0312,2.7.1.160
PAS_chr2-1_0162,2.7.13.3
PAS_chr4_0315,2.7.13.3
PAS_chr4_0322,3.6.5.4
PAS_chr4_0323,2.7.7.102
PAS_chr4_0330,2.5.1.49 2.5.1.47
PAS_chr4_0335,1.13.11.27
PAS_chr4_0338,1.1.1.378 1.1.1.377 1.1.1.173
PAS_chr4_0339,3.1.1.65
PAS_chr4_0577,4.1.2.53
PAS_chr4_0341,4.1.2.53
PAS_chr4_0343,5.3.1.16
PAS_chr4_0346,2.3.1.254
PAS_chr4_0352,6.2.1.3
PAS_chr4_0356,4.6.1.1
PAS_chr4_0393,6.1.1.4
PAS_chr1-4_0534,6.1.1.4
PAS_chr4_0398,1.5.1.2
PAS_chr4_0401,2.3.2.8
PAS_chr4_0405,7.3.2.7 7.3.-.-
PAS_chr4_0408,2.7.7.14
PAS_chr4_0415,2.1.2.1
PAS_chr4_0587,2.1.2.1
PAS_chr4_0418,4.2.1.24
PAS_chr1-4_0447,2.7.1.-
PAS_chr4_0421,2.7.1.-
PAS_chr3_1192,2.7.1.-
PAS_chr1-4_0561,2.7.1.-
PAS_chr4_0624,2.7.1.-
PAS_chr4_0436,2.3.2.32
PAS_chr4_0437,4.2.1.51
PAS_chr4_0441,3.4.21.53
PIM1 PAS_chr4_0441,3.4.21.53
PAS_chr4_0445,2.1.1.202
PAS_chr4_0449,1.17.99.9
PAS_chr4_0460,2.1.1.268
PAS_chr4_0465,2.1.1.317
PAS_chr1-4_0315,2.3.1.286
PAS_chr4_0474,2.3.1.286
PAS_chr4_0477,2.7.1.24
PAS_chr4_0478,2.7.1.137
PAN2 PAS_chr1-1_0143,3.1.13.4
PAS_chr4_0490,3.1.13.4
PAS_chr4_0492,3.2.2.- 4.2.99.18
PAS_chr4_0503,3.4.22.68
PAS_chr4_0511,2.3.1.179
PAS_chr4_0544,2.4.1.260
PAS_chr4_0550,1.1.1.65
PAS_chr4_0572,4.2.1.146
PAS_chr4_0576,1.1.1.2
PAS_chr4_0578,4.2.1.1
PAS_chr4_0579,3.2.1.3
PAS_chr2-1_0120,1.1.1.41
PAS_chr4_0580,1.1.1.41
PAS_chr4_0582,2.1.1.313
PAS_chr4_0584,3.4.23.41
PAS_chr4_0593,1.1.1.26
PAS_chr4_0595,3.1.4.50
PAS_chr4_0598,4.1.2.27
PAS_chr4_0613,6.3.4.4
PAS_chr4_0621,1.4.3.21
PAS_chr4_0642,3.-.-.-
PAS_chr4_0645,2.6.1.11
PAS_chr4_0648,2.5.1.22
PAS_chr2-1_0807,7.6.2.1
PAS_chr2-1_0057,7.6.2.1
PAS_chr2-1_0756,7.6.2.1
PAS_chr1-4_0233,7.6.2.1
PAS_chr4_0662,7.6.2.1
PAS_chr4_0664,2.1.1.10
PAS_chr4_0665,1.2.1.41
PAS_chr2-2_0288,3.5.3.1
PAS_chr4_0684,3.5.3.1
PAS_chr4_0686,3.4.17.4
PAS_chr4_0692,3.2.1.58
PAS_chr4_0700,3.1.4.11
PAS_chr4_0703,4.3.2.10
PAS_chr4_0705,6.3.5.6 6.3.5.7
PAS_chr4_0708,6.3.4.19
PAS_chr2-1_0123,6.1.1.5
PAS_chr4_0709,6.1.1.5
ALG3 PAS_chr4_0712,2.4.1.258
PAS_chr4_0712,2.4.1.258
PAS_chr4_0714,3.4.21.105
HER2 PAS_chr2-1_0400,6.3.5.7
PAS_chr4_0715,6.3.5.7
PAS_chr4_0729,2.1.1.286
PAS_chr4_0730,3.1.3.25
PAS_chr4_0738,4.2.1.93
PAS_chr4_0743,1.14.19.-
PAS_chr4_0754,1.1.1.289
PAS_chr4_0988,1.1.1.289
PAS_chr4_0777,2.4.1.109
PAS_chr1-1_0286,2.4.1.109
PAS_chr2-1_0256,2.4.1.109
PAS_chr2-1_0212,2.4.1.109
PAS_chr4_0780,1.3.1.93
PAS_chr4_0783,2.7.1.30
PAS_chr4_0785,6.3.1.2
PAS_chr4_0788,1.15.1.1
PAS_chr4_0786,1.15.1.1
PAS_chr1-4_0071,1.15.1.1
PAS_chr4_0790,3.2.1.24
PAS_chr4_0791,2.5.1.59
PAS_chr4_0793,2.7.8.-
PAS_chr4_0795,4.2.1.36
PAS_chr4_0806,1.6.2.4
NCP1 PAS_chr4_0806,1.6.2.4
PAS_chr4_0815,1.1.1.37
PAS_chr2-1_0238,1.1.1.37
PAS_chr4_0816,3.2.1.28
PAS_chr4_0342,3.2.1.28
PAS_chr1-1_0301,2.5.1.87
PAS_chr4_0818,2.5.1.87
PAS_chr4_0819,2.5.1.82 2.5.1.83
BNA4 PAS_chr4_0830,1.14.13.9
PAS_chr4_0830,1.14.13.9
PAS_chr4_0842,4.4.1.5
PAS_chr4_0843,1.8.4.12
PAS_chr2-1_0008,1.8.4.12
PAS_chr4_0844,5.3.4.1
PAS_chr4_0991,5.3.4.1
PAS_chr4_0847,2.4.1.186
PAS_chr4_0865,2.3.1.31 2.3.1.46
PAS_chr4_0866,3.1.4.12
PAS_chr1-4_0611,3.4.-.-
PAS_chr1-1_0194,3.4.-.-
PAS_chr3_0953,3.4.-.-
PAS_chr4_0874,3.4.-.-
PAS_chr4_0907,4.6.1.13
PAS_chr4_0912,2.7.1.23
PAS_chr4_0913,3.4.11.21
PAS_chr4_0922,3.1.1.112
PAS_chr4_0928,2.1.1.22
PAS_chr4_0938,2.7.1.31
PAS_chr4_0940,4.1.3.38
PAS_chr4_0951,2.8.1.9
PAS_chr4_0968,1.1.1.169
PAS_chr2-2_0163,1.1.1.169
PAS_chr1-1_0200,2.6.1.1
PAS_chr4_0974,2.6.1.1
PAS_chr1-1_0448,1.4.3.5
PAS_chr4_0981,1.4.3.5
PAS_chr4_0994,6.3.4.2
PAS_chr4_0996,2.7.1.26
PAS_chr1-1_0008,1.3.1.9
PAS_chr1-1_0008,2.3.1.38
PAS_chr1-1_0008,2.3.1.39
PAS_chr1-4_0295,2.3.1.86
PAS_chr1-1_0008,2.3.1.86
PAS_chr1-1_0008,3.1.2.14
PAS_chr1-1_0008,4.2.1.59
ARO1 PAS_chr3_0506,1.1.1.25
ARO1 PAS_chr3_0506,2.5.1.19
ARO1 PAS_chr3_0506,2.7.1.71
ARO1 PAS_chr3_0506,4.2.1.10
ARO1 PAS_chr3_0506,4.2.3.4
PFK1 GSA1 PAS_chr2-1_0402,2.7.1.11
PFK2 PAS_chr1-4_0047,2.7.1.11
PAS_chr1-1_0005,2.7.4.24
PAS_chr1-4_0125,3.5.1.98
PAS_chr2-1_0302,3.5.1.98
PAS_chr2-2_0016,3.5.1.98
PAS_chr2-1_0688,3.6.4.12
MCM7 PAS_chr4_0891,3.6.4.12
RRM3 PAS_chr2-1_0228,3.6.4.12
PAS_chr4_0751,3.6.4.12
PAS_chr2-1_0797,3.6.4.12
PIF1 PAS_chr2-1_0439,3.6.4.12
PAS_chr2-2_0339,3.6.4.12
PAS_chr1-4_0360,3.6.4.12
PAS_chr2-1_0149,3.6.4.12
PAS_chr4_0279,3.6.4.12
PAS_chr1-4_0204,3.6.4.12
PAS_chr4_0475,3.6.4.12
PAS_chr4_0223,3.6.4.12
PAS_chr3_0629,3.6.4.12
PAS_FragB_0056,3.6.4.12
PAS_chr1-4_0549,3.6.4.12
PAS_chr3_0329,3.6.4.12
PAS_chr1-4_0142,3.6.4.12
MET3 PAS_chr1-4_0253,2.7.7.4
UBA4 PAS_chr2-1_0563,2.8.1.-
COQ3 PAS_chr3_0169,2.1.1.114
COQ3 PAS_chr3_0169,2.1.1.64
PAS_chr3_0322,5.6.2.2
HAM1 PAS_chr3_1255,3.6.1.9
PRC1 PAS_chr1-4_0013,3.4.16.5
PAS_chr1-1_0013,1.14.19.18
PAS_chr1-1_0067,5.4.2.3
PAS_chr1-1_0087,3.6.4.-
ACT1 PAS_chr3_1169,3.6.4.-
PAS_chr1-1_0130,3.2.1.39
PAS_chr4_0048,3.2.1.39
PAS_chr1-1_0132,2.4.2.1
COQ7 PAS_chr1-1_0169,1.14.99.60
PAS_chr3_0934,3.4.21.-
PAS_chr1-1_0174,3.4.21.-
PAS_chr1-3_0247,3.4.21.-
PAS_chr2-2_0165,7.1.2.2
PAS_chr1-1_0309,7.1.2.2
PAS_chr1-1_0420,2.7.8.8
PAS_chr1-1_0432,1.1.1.86
PAS_chr1-4_0025,1.16.3.1
PAS_chr1-4_0049,1.1.1.3
CHO2 PAS_chr1-4_0093,2.1.1.17
PAS_chr1-1_0424,2.5.1.-
TSR3 PAS_chr1-4_0115,2.5.1.-
PAS_chr4_0818,2.5.1.-
PAS_chr1-4_0149,1.1.1.102
PAS_chr1-4_0153,1.2.1.31
PAS_chr1-4_0153,1.2.1.95
PAS_chr1-4_0160,1.1.1.23
PAS_chr1-4_0160,3.5.4.19
PAS_chr1-4_0160,3.6.1.31
PAS_chr1-4_0181,2.7.7.1
PAS_chr1-4_0181,2.7.7.18
SEC11 PAS_chr1-4_0187,3.4.21.89
GUF1 PAS_chr1-4_0230,3.6.5.n1
PAS_chr1-4_0293,2.7.-.-
PAS_chr1-4_0295,1.1.1.100
PAS_chr1-4_0295,2.3.1.41
PAS_chr1-4_0325,7.2.2.10
PAS_chr1-1_0117,7.2.2.10
PAS_chr1-4_0326,2.7.7.87
PAS_chr1-4_0673,1.3.1.94
PAS_chr1-4_0425,2.8.1.8
MRI1 PAS_chr1-4_0545,5.3.1.23
TAH18 PAS_chr1-4_0559,1.18.1.-
PAS_c121_0002,2.4.1.132
PAS_c121_0002,2.4.1.257
QRI7 PAS_chr2-1_0167,2.3.1.234
KAE1 PAS_chr2-1_0085,2.3.1.234
ADK2 PAS_chr2-1_0111,2.7.4.10
PAS_chr2-1_0135,3.1.22.-
KEX1 PAS_chr2-1_0174,3.4.16.6
PAS_chr2-1_0202,4.1.1.50
PAS_chr2-1_0216,2.7.7.50
PAS_chr2-1_0221,6.3.4.21
PAS_chr2-1_0368,4.2.1.33
ADI1 PAS_chr2-1_0422,1.13.11.53
ADI1 PAS_chr2-1_0422,1.13.11.54
PAS_chr2-1_0437,1.2.1.12
PAS_chr2-1_0478,3.6.1.23
PAS_chr2-1_0487,3.3.2.10
PAS_chr2-2_0380,3.4.11.-
PAS_chr2-1_0652,3.4.11.-
PAS_chr4_0113,3.4.11.-
PAS_chr2-1_0487,3.4.11.-
URA6 PAS_chr2-1_0543,2.7.4.14
LIA1 PAS_chr2-1_0553,1.14.99.29
PAS_chr2-1_0759,2.4.1.142
COQ5 PAS_chr2-1_0763,2.1.1.201
UTR4 PAS_chr2-2_0446,3.1.3.77
PAS_chr2-2_0437,2.4.1.25
PAS_chr2-2_0437,3.2.1.33
PAS_chr3_0831,6.2.1.5
PAS_chr2-2_0407,6.2.1.5
PAS_chr2-2_0329,4.3.2.2
BNA1 PAS_chr2-2_0311,1.13.11.6
COQ6 PAS_chr2-2_0303,1.14.13.-
PAS_chr2-2_0164,3.4.24.84
PAS_chr2-2_0041,2.7.11.23
PAS_chr2-2_0024,6.4.1.1
PAS_chr1-4_0215,2.3.1.1
PAS_chr3_0176,2.3.1.1
PAS_chr3_0176,2.3.1.35
PAS_chr3_0277,1.1.1.44
PAS_chr3_0408,1.-.-.-
PAS_chr3_0535,1.-.-.-
PAS_chr3_0561,2.3.2.2
PAS_chr3_0561,3.4.19.13
PAS_chr3_0839,3.6.5.3
PAS_chr3_0859,2.1.1.71
PAS_chr3_0939,1.14.19.17
PAS_chr3_1024,1.4.1.14
PAS_chr4_0368,1.1.1.330
GET3 PAS_chr4_0405,3.6.-.-
NTG1 PAS_chr4_0492,3.2.2.-
NTG1 PAS_chr4_0492,4.2.99.18
PAS_chr2-2_0280,4.2.99.18
PAS_chr1-1_0293,3.2.-.-
PAS_chr4_0559,3.2.-.-
PAS_chr1-4_0392,3.5.1.2
PAS_chr4_0703,3.5.1.2
PAS_chr1-3_0024,1.2.1.16
PAS_chr1-3_0070,3.6.1.1
PAS_chr1-3_0028,3.6.1.1
PAS_chr1-3_0029,5.3.1.24
PAS_chr1-3_0052,2.8.1.6
PAS_chr1-3_0078,1.3.1.76
PAS_chr1-4_0222,1.3.1.76
PAS_chr1-3_0094,2.3.1.61
PAS_chr1-4_0143,2.7.1.67
PAS_chr1-3_0100,2.7.1.67
PAS_chr1-3_0122,2.7.7.9
PAS_chr1-3_0156,2.3.1.51
PAS_chr1-3_0185,2.5.1.75
PAS_chr1-3_0187,2.7.1.36
PAS_chr1-3_0191,6.3.5.2
PAS_chr1-3_0225,2.4.1.34
PAS_chr2-1_0263,2.4.1.34
PAS_chr2-1_0661,2.4.1.34
PAS_chr1-3_0238,2.7.8.5
PAS_chr1-3_0244,6.1.1.21
PAS_chr1-3_0269,1.5.5.2
PAS_chr1-1_0002,7.1.2.1
PAS_chr1-1_0459,2.4.1.83
PAS_chr1-1_0029,4.3.2.7
PAS_chr1-4_0189,3.1.1.3
PAS_chr1-1_0465,3.1.1.3
PAS_c034_0027,3.1.1.3
PAS_chr1-1_0049,3.1.26.4
PAS_chr1-1_0366,3.1.26.4
PAS_chr1-1_0050,2.3.1.12
PAS_chr1-1_0062,3.5.4.16
PAS_chr1-1_0319,4.1.2.13
PAS_chr1-1_0072,4.1.2.13
PAS_chr1-1_0129,1.14.11.8
PAS_chr1-4_0242,3.2.1.101
PAS_chr1-1_0147,3.2.1.101
PAS_chr1-1_0184,6.3.2.2
PAS_chr1-1_0215,3.2.1.106
PAS_chr1-1_0230,2.1.1.221
PAS_chr2-1_0580,1.1.1.42
PAS_chr1-1_0233,1.1.1.42
PAS_chr1-4_0598,6.1.1.17
PAS_chr1-1_0241,6.1.1.17
PAS_chr1-1_0243,2.3.1.181
PAS_chr1-1_0295,1.14.11.27
PAS_chr1-1_0313,2.3.3.14
PAS_chr1-4_0421,2.3.3.14
PAS_chr1-1_0392,6.1.1.22
PAS_chr1-1_0390,6.1.1.22
PAS_chr1-1_0391,6.1.1.15
PAS_chr2-2_0209,6.1.1.15
PAS_chr2-1_0065,2.4.1.16
PAS_chr2-2_0094,2.4.1.16
PAS_chr1-1_0393,2.4.1.16
PAS_chr1-1_0397,3.1.3.15
PAS_chr1-1_0428,7.2.2.3
PAS_chr1-1_0430,2.4.2.14
PAS_chr1-1_0447,1.5.1.7
PAS_chr1-4_0003,4.1.1.33
PAS_chr1-4_0009,6.3.2.12
PAS_chr1-4_0017,3.6.1.10
PAS_chr1-4_0029,2.8.1.14
PAS_chr1-4_0042,5.1.3.15
PAS_chr1-4_0058,1.5.5.1
PAS_chr1-4_0083,1.13.11.52
PAS_chr1-4_0655,2.1.1.282
PAS_chr1-4_0104,6.1.1.11
PAS_chr1-4_0463,6.1.1.11
PAS_chr1-4_0110,4.2.1.96
PAS_chr1-4_0150,2.2.1.1
PAS_chr1-4_0173,2.3.2.31
PAS_chr1-4_0188,1.14.12.17
PAS_chr1-4_0198,6.3.2.1
PAS_chr2-2_0044,2.7.7.41
PAS_chr1-4_0202,2.7.7.41
PAS_chr1-4_0234,2.4.2.17
PAS_chr1-4_0243,4.3.1.19
PAS_chr1-4_0249,
PAS_chr2-2_0302,
PAS_chr3_0378,
PAS_chr3_0107,
PAS_chr2-2_0382,
PAS_chr3_0770,
PAS_chr4_0260,
PAS_chr2-2_0142,
PAS_chr2-1_0292,
PAS_chr3_0567,
PAS_chr3_0354,
PAS_chr2-1_0801,
PAS_chr1-4_0312,
PAS_chr4_0511,
PAS_chr1-1_0207,
PAS_chr2-1_0183,
PAS_chr3_0841,
PAS_chr3_0980,
PAS_chr2-1_0124,
PAS_chr3_0843,
PAS_chr3_0657,
PAS_chr1-4_0538,
PAS_chr1-4_0264,5.4.2.2
PAS_chr1-4_0697,1.5.1.3
PAS_chr1-4_0287,2.1.1.359
PAS_chr1-4_0292,2.7.2.3
PAS_chr1-4_0303,2.5.1.61
PAS_chr1-4_0669,2.7.1.12
PAS_chr1-4_0323,2.7.7.79
PAS_chr1-4_0329,3.5.2.17
PAS_chr1-4_0347,3.4.14.4
PAS_chr1-4_0393,4.3.3.6
PAS_chr1-4_0399,3.1.1.96
PAS_chr1-4_0417,2.4.1.131
PAS_chr1-4_0429,5.3.3.2
PAS_chr2-1_0307,1.4.3.-
PAS_chr4_0621,1.4.3.-
PAS_chr1-4_0441,1.4.3.-
PAS_chr1-4_0450,6.3.2.6
PAS_chr1-4_0457,2.1.1.290
PAS_chr1-4_0457,2.3.1.231
PAS_chr1-4_0458,4.2.1.9
PAS_chr1-4_0475,2.4.1.256
PAS_chr1-4_0496,6.3.2.3
PAS_chr1-4_0685,2.4.99.18
PAS_chr1-4_0514,6.1.1.16
PAS_chr1-4_0524,3.5.4.3
PAS_chr1-4_0541,3.4.22.49
PAS_chr1-4_0551,6.3.5.3
PAS_chr1-4_0593,1.2.4.1
PAS_chr2-2_0294,1.2.4.1
PAS_chr2-1_0051,1.13.99.1
PAS_chr2-1_0067,5.4.99.25
PAS_chr2-1_0089,1.2.4.2
PAS_chr2-1_0090,2.1.1.216
PAS_chr2-1_0103,3.1.3.2
PAS_chr4_0677,2.6.1.19
PAS_chr2-1_0107,2.6.1.19
PAS_chr2-1_0112,3.6.5.2
PAS_chr2-2_0127,1.11.1.-
PAS_chr2-1_0115,1.11.1.-
PAS_chr2-1_0140,3.6.4.10
PAS_chr2-1_0146,3.6.1.29
PAS_chr2-1_0152,6.2.1.64
PAS_chr2-1_0158,4.1.3.27
PAS_chr3_0962,4.1.3.27
PAS_chr2-1_0160,2.1.1.14
PAS_chr2-1_0173,2.4.1.1
PAS_chr2-1_0178,3.1.3.36
PAS_chr2-1_0424,3.1.3.36
PAS_chr2-1_0191,2.3.3.10
PAS_chr2-1_0197,1.1.3.37
PAS_chr2-1_0204,4.6.1.19
PAS_chr2-1_0236,1.8.98.2
PAS_chr2-1_0251,2.3.1.257
PAS_chr2-1_0269,4.2.3.1
PAS_chr2-1_0303,2.4.1.198
PAS_chr2-1_0308,1.1.1.49
PAS_chr2-1_0311,1.4.1.2
PAS_chr2-1_0396,6.1.1.10
PAS_chr2-1_0346,6.1.1.10
PAS_chr2-1_0373,2.7.7.49
PAS_chr2-1_0391,5.4.99.7
PAS_chr2-1_0415,2.3.3.13
PAS_chr2-1_0435,3.4.24.59
PAS_chr2-1_0850,7.1.1.8
PAS_chr2-1_0498,2.7.1.108
PAS_chr2-1_0523,2.1.1.225
PAS_chr2-1_0533,4.2.1.75
PAS_chr2-1_0547,3.1.3.7
PAS_chr2-1_0577,2.1.1.314
PAS_chr2-1_0593,3.5.2.3
PAS_chr2-1_0626,2.6.1.16
PAS_chr2-1_0637,4.2.3.5
PAS_chr2-1_0657,1.1.1.95
PAS_chr2-1_0673,6.1.1.3
PAS_chr2-2_0238,6.1.1.3
PAS_chr2-1_0695,2.7.8.11
PAS_chr2-1_0716,2.3.1.37
PAS_chr2-1_0727,2.7.8.15
PAS_chr2-1_0769,2.7.1.40
PAS_chr2-1_0770,2.7.1.48
PAS_chr2-1_0777,5.4.99.-
PAS_chr2-2_0496,1.2.1.88
PAS_chr2-2_0401,2.7.7.15
PAS_chr2-2_0494,2.1.1.354
PAS_chr2-2_0337,2.2.1.2
PAS_chr2-2_0338,2.2.1.2
PAS_chr2-2_0322,1.13.11.20
PAS_chr2-2_0318,2.7.4.2
PAS_chr2-2_0317,1.3.1.13
PAS_chr2-2_0492,2.1.2.10
PAS_chr2-2_0293,4.4.1.17
PAS_chr2-2_0290,4.4.1.17
PAS_chr2-2_0279,1.7.3.3
PAS_chr2-2_0254,2.1.1.63
PAS_chr2-2_0480,1.8.1.9
PAS_chr2-2_0234,2.1.1.233
PAS_chr3_0847,2.1.1.320
PAS_chr2-2_0233,2.1.1.320
PAS_chr2-2_0230,1.1.1.34
PAS_chr2-2_0218,3.1.1.29
PAS_chr2-2_0162,2.7.1.20
PAS_chr2-2_0460,4.6.1.16
PAS_chr2-2_0157,4.6.1.16
PAS_chr2-2_0137,4.2.1.22
PAS_chr2-2_0131,1.11.1.6
PAS_chr2-2_0113,5.5.1.4
PAS_chr2-2_0111,1.1.1.8
PAS_chr2-2_0084,3.1.3.1
PAS_chr2-2_0076,2.-.-.-
PAS_chr2-2_0075,2.6.1.85
PAS_chr2-2_0059,2.7.4.6
PAS_chr2-2_0053,5.4.2.8
PAS_chr2-2_0048,1.8.1.4
PAS_chr2-2_0034,3.1.3.41
PAS_chr2-2_0021,1.3.5.2
PAS_c131_0017,2.4.1.15
PAS_chr3_0043,2.3.2.36
PAS_chr3_0218,2.3.1.20
PAS_chr3_0225,1.3.1.6
PAS_chr2-2_0497,2.1.1.220
PAS_chr3_0443,2.1.1.220
PAS_chr3_0633,3.4.16.-
PAS_chr3_0686,4.6.1.17
PAS_chr3_0962,4.1.1.48
PAS_chr3_1028,1.1.1.284
PAS_chr4_0055,1.3.3.4
PAS_chr4_0179,1.3.1.-
PAS_chr4_0416,2.6.1.44
PAS_chr4_0643,3.2.1.4
GTF1 PAS_chr4_0715,6.3.5.-
PET112 PAS_chr4_0705,6.3.5.-
PAS_chr1-1_0044,3.5.1.89
PAS_chr1-1_0482,3.1.3.84
PAS_chr2-1_0070,3.1.3.84
PAS_chr1-1_0212,2.1.2.9
PAS_chr2-1_0273,2.7.1.35
PAS_chr1-4_0144,2.7.1.35
PAS_chr2-2_0219,2.7.4.8
PAS_chr4_0470,1.2.1.27
